,0,1,2,3,4
0,0.6049479369378705,-2.2575488449738454,-1.2599773041566513,-0.3263668808308368,-3.542898026636842
1,1.0959893217927552,2.6435652381989585,3.8377250264821696,-5.770909175462359,-1.7030314889995768
2,3.5070022623336823,2.2884995836710575,4.767025778200798,-8.589803410675595,-2.083329768888709
3,2.9875781947597666,-0.5915401772610189,4.964074844326451,-7.933643479358467,-4.014302170066799
4,4.051805792183159,2.830175788275044,3.0923858842669354,-8.487689474261623,-0.9559028482255882
5,5.997461675882539,4.114864310884144,5.072352321631654,-8.882000657266145,-2.3570055190579455
6,4.4232898293002885,-0.10742746386663105,-1.8886177460261662,-0.5308652734032875,-5.058436316532486
7,0.74729016099447,-3.2991151927027538,4.9131799105486325,-4.977461989867897,-6.236937046143394
8,0.6277014317347303,-3.982988208941541,-0.30444051677604606,-1.529840561615441,-4.867516195275015
9,1.9270810119364736,1.8911984353562106,2.4754156047554714,-6.07847197879101,-0.8018338343014668
10,9.150986133271607,7.6259528475333,4.050978395594527,-8.593230333450466,-2.265594541857574
11,8.152867812680505,6.107692687784048,-2.876555962572998,-3.705124644148885,-1.4892199309038796
12,9.572064344649622,5.0478562818814545,5.2687505572043,-10.870468404240862,-3.1038184810664453
13,9.133521161888236,7.0639954533073475,1.1485659145265439,-8.256336543778788,-2.0354238617475016
14,1.309899101228176,-1.47450558799483,-3.8919270232722196,0.36199303796752824,-2.0031812205624955
15,3.938483861107959,4.301886701154368,0.5383003802773997,-3.518590239804994,-2.5576542327532783
16,7.934873435040962,5.615459719358874,4.199740653763397,-9.201066834582408,-2.004882664506939
17,1.6413471776301107,0.7511684577741995,3.856621687076388,-7.136355234260222,-1.8712004354974263
18,3.3510695969720956,4.093700581444049,4.42463050772709,-8.060939433346546,-2.552596433762806
19,2.172422516080473,-2.0969368279822,4.668825961064121,-6.666576526081059,-3.824310303371749
20,2.466319027360324,1.6660400095884245,-2.5307798020177885,-0.6236658786513828,-1.0917530975175276
21,6.3359919212092946,0.43454370677551835,3.311565356028151,-8.697583848954984,-4.382194066748682
22,7.657679777176981,5.406471153992192,4.155395601369449,-10.852488846752344,-2.00386124743548
23,1.9602831223526556,-0.7795024587026285,5.300623665712502,-8.401900150801454,-3.326889459707626
24,2.3685460749686045,0.9678092692345843,-2.7567627904057117,0.17552190472377766,-2.9762400678101812
25,0.902341094652479,-1.3434539622400132,-2.14421382305228,1.4035846213951744,-2.8371836408393847
26,6.633166050164168,4.990581042205768,1.259732710434997,-9.22106283351536,0.5784866963030738
27,1.6829137714511968,0.3595220842113195,4.996277331073922,-6.717565308719717,-3.078875939380796
28,6.526914138189843,2.2706207646656673,-2.2191870032743184,-1.829759121899691,-2.118401775246841
29,8.408077610431395,3.4072997022590354,4.0359870939946605,-10.133817818501972,-4.25497745100243
30,9.454761608071923,4.547498304311201,-1.567911893201125,-3.954557589013952,-4.320286397397701
31,3.1445040708633014,-0.2646050184840855,5.977383448257213,-6.7644141131912185,-3.5310151922560866
32,2.8502133427354424,1.5319964821219627,-2.041371791447748,-0.20575574257661405,-0.9821713459038168
33,2.3502919521181855,-3.4455437728244824,-0.4587352464139835,-2.1114687780639607,-5.285566510157724
34,7.185952867618091,2.438581583618301,4.145044891433895,-10.448460427510781,-4.002957215876279
35,9.253582366170015,6.30329541449424,-1.820516561896091,-2.9656322027477486,-3.4816708475663694
36,3.8440717811470533,3.5543849341995997,-1.0606882134531581,-2.8721555761730726,-0.97050471355635
37,3.7546503804710567,-0.688463257650899,5.584450094766897,-8.040814013940784,-2.85453499159504
38,8.251001525710201,5.264600022008525,-1.5151709442586019,-2.524557352872259,-2.2338443292342083
39,4.910929797930302,1.0903053656932924,4.716363969720516,-8.59549078186615,-4.067784816054456
40,7.851479214776261,6.243922686267837,-2.086489032562401,-3.8382873096174315,-1.3509788307413073
41,1.0914399332362006,3.1638790434935,1.0948633926983065,-3.127347420895809,-0.9634715949280899
42,8.508633805541464,2.268793656130167,0.5343664764855296,-5.849520061129702,-4.945431145721455
43,7.3931247923848495,3.594516988558609,-2.8235690293328046,-2.915882238272609,-3.7677071541715095
