,0,1,2,3
0,0.0,0.0,0.0,0.0
1,-0.004325648115282207,0.0,-0.006027747590305921,0.0
2,-0.01984713826406014,-0.004325648115282207,-0.013550709844981645,-0.006027747590305921
3,-0.003771277440355369,-0.01984713826406014,-0.001415350573701844,-0.013550709844981645
4,0.025117021991575058,-0.003771277440355369,-0.0007787210677262582,-0.001415350573701844
5,0.0003570634741787218,0.025117021991575058,0.01766270496133305,-0.0007787210677262582
6,-0.012578094474304781,0.0003570634741787218,0.06373969264098842,0.01766270496133305
7,0.027579654267485352,-0.012578094474304781,0.03619669180834507,0.06373969264098842
8,0.034340188704576335,0.027579654267485352,0.012114898083688534,0.03619669180834507
9,-0.015666026660808047,0.034340188704576335,0.03925193019782177,0.012114898083688534
10,-0.031855851946692756,-0.015666026660808047,0.0648194096922967,0.03925193019782177
11,0.027568105406563827,-0.031855851946692756,0.01627631919281583,0.0648194096922967
12,0.05885517871584268,0.027568105406563827,-0.03018552287531879,0.01627631919281583
13,-0.030589638314363992,0.05885517871584268,0.024717281886643745,-0.03018552287531879
14,-0.0501786491593104,-0.030589638314363992,0.08991189235113414,0.024717281886643745
15,0.04803021609545531,-0.0501786491593104,0.004046478245185623,0.08991189235113414
16,0.07698523657614731,0.04803021609545531,-0.05492635056232068,0.004046478245185623
17,-0.04056022410325219,0.07698523657614731,0.05105854920764909,-0.05492635056232068
18,-0.08790516232274873,-0.04056022410325219,0.12173690728709172,0.05105854920764909
19,0.058044168653026876,-0.08790516232274873,0.030364804302161014,0.12173690728709172
20,0.12393238974991494,0.058044168653026876,-0.10705747826498008,0.030364804302161014
21,-0.060791050942027,0.12393238974991494,-0.0033346984490590127,-0.10705747826498008
22,-0.1810662917486518,-0.060791050942027,0.14146476367064434,-0.0033346984490590127
23,0.06408182151213743,-0.1810662917486518,0.01386354819803275,0.14146476367064434
24,0.256557189610989,0.06408182151213743,-0.19733015404797127,0.01386354819803275
25,-0.05310113388838188,0.256557189610989,-0.0580688269291868,-0.19733015404797127
26,-0.33278543873198274,-0.05310113388838188,0.26551774505058273,-0.0580688269291868
27,0.028044476473060354,-0.33278543873198274,0.08552747480968177,0.26551774505058273
28,0.4181412369047184,0.028044476473060354,-0.3368102387802581,0.08552747480968177
29,0.027821708571398776,0.4181412369047184,-0.17049002508471633,-0.3368102387802581
30,-0.5384461385690766,0.027821708571398776,0.3979993425971624,-0.17049002508471633
31,-0.16546524712892582,-0.5384461385690766,0.2632051936502942,0.3979993425971624
32,0.6616560297680463,-0.16546524712892582,-0.40469142385385193,0.2632051936502942
33,0.3741543054870043,0.6616560297680463,-0.4496403844191458,-0.40469142385385193
34,-0.6711427696600116,0.3741543054870043,0.47176033463741507,-0.4496403844191458
35,-0.5373953943124444,-0.6711427696600116,0.6566114929103285,0.47176033463741507
36,0.5200684202634988,-0.5373953943124444,-0.24718987784031687,0.6566114929103285
37,0.6897258225933537,0.5200684202634988,-0.7686466183449284,-0.24718987784031687
38,-0.18789482346003042,0.6897258225933537,0.17419699448145948,-0.7686466183449284
39,-0.8139286155025175,-0.18789482346003042,0.8041230584954521,0.17419699448145948
40,-0.2416109693718584,-0.8139286155025175,0.2883935298916426,0.8041230584954521
41,0.9185069314161821,-0.2416109693718584,-0.5830678125998865,0.2883935298916426
42,0.60923942803658,0.9185069314161821,-0.6884781343899634,-0.5830678125998865
43,-0.6621964430564202,0.60923942803658,0.5141070646952175,-0.6884781343899634
44,-0.7385810108602519,-0.6621964430564202,0.8862746858668281,0.5141070646952175
45,0.19413728506379951,-0.7385810108602519,-0.060038270355842104,0.8862746858668281
46,0.9100795572836934,0.19413728506379951,-0.7950390767093244,-0.060038270355842104
47,0.3368931944804715,0.9100795572836934,-0.23919773711937917,-0.7950390767093244
48,-0.9625633563811455,0.3368931944804715,0.7595634349476561,-0.23919773711937917
49,-0.753765149590148,-0.9625633563811455,0.8283861368745736,0.7595634349476561
50,0.4408537146074058,-0.753765149590148,-0.2585719071217176,0.8283861368745736
51,0.8731882567232451,0.4408537146074058,-0.9664082734360406,-0.2585719071217176
52,0.17312658675118003,0.8731882567232451,-0.03592238147090462,-0.9664082734360406
53,-0.9763106662781148,0.17312658675118003,0.8298090246108997,-0.03592238147090462
54,-0.6369847800184848,-0.9763106662781148,0.7019583727017551,0.8298090246108997
55,0.667644369724927,-0.6369847800184848,-0.3763140999660427,0.7019583727017551
56,0.7795693510060299,0.667644369724927,-0.9813908374788723,-0.3763140999660427
57,-0.11818000237538698,0.7795693510060299,0.1797913194374065,-0.9813908374788723
58,-0.918589640383249,-0.11818000237538698,0.8776270734095009,0.1797913194374065
59,-0.41883614699001115,-0.918589640383249,0.4109174048856894,0.8776270734095009
60,0.905569014377759,-0.41883614699001115,-0.5372469892258404,0.4109174048856894
61,0.7173933733776846,0.905569014377759,-0.8296924776763738,-0.5372469892258404
62,-0.4534567942977474,0.7173933733776846,0.46156437998265387,-0.8296924776763738
63,-0.8088256179450745,-0.4534567942977474,0.9374838536909468,0.46156437998265387
64,-0.0878519931610432,-0.8088256179450745,0.13903692906601162,0.9374838536909468
65,0.984886614349747,-0.0878519931610432,-0.703269434455434,0.13903692906601162
66,0.5862237922979792,0.984886614349747,-0.557050291235906,-0.703269434455434
67,-0.7540499227102777,0.5862237922979792,0.6566151622371281,-0.557050291235906
68,-0.7704653694195979,-0.7540499227102777,0.9621027892325921,0.6566151622371281
69,0.20973070812083836,-0.7704653694195979,-0.040745196948225954,0.9621027892325921
70,0.9561554350878785,0.20973070812083836,-0.8148713948701877,-0.040745196948225954
71,0.385474575027797,0.9561554350878785,-0.22836909871427144,-0.8148713948701877
72,-0.9546120539702859,0.385474575027797,0.8065212818243525,-0.22836909871427144
73,-0.7735845309345186,-0.9546120539702859,0.9094502376693034,0.8065212818243525
74,0.37748244101219564,-0.7735845309345186,-0.2053287756721036,0.9094502376693034
75,0.8992730146093252,0.37748244101219564,-0.9546701690695757,-0.2053287756721036
76,0.23802338160576925,0.8992730146093252,-0.10310714400766793,-0.9546701690695757
77,-0.9872306994089347,0.23802338160576925,0.8218800664699718,-0.10310714400766793
78,-0.6995354494450714,-0.9872306994089347,0.7533003760972152,0.8218800664699718
