,0,1
0,-0.05356405917030357,-0.017561187150507855
1,0.06370032960166017,-0.0665343942366398
2,0.043230406668750714,-0.029647296750461485
3,-0.056756711146709896,-0.10860859732564458
4,0.1124184852080462,0.040813351854601644
5,0.15075922152388052,-0.057853101514021614
6,0.1179462557061293,-0.030058830499524944
7,0.055080853171198124,0.033271708849085896
8,0.020858143437336996,0.008373626343138034
9,0.13076873762100766,0.12943474102427976
10,0.05894760240127543,-0.01008027949340036
11,0.14070526335578862,0.06898708584876279
12,0.09219231843814972,0.059071987451451674
13,0.13371138940524604,0.012151351524318746
14,0.10490940551908004,0.10618872048746217
15,0.12252437669497775,0.07200294132364837
16,0.08804283791841391,0.12097788568791777
17,0.17818167176221872,0.13456090006054044
18,0.09547640731162767,0.2052513259860096
19,0.10939040240576105,0.17228566499780573
20,0.18318702514672497,0.09389710450070382
21,0.018659414202766553,0.12169920902991593
22,0.021786168427530728,0.19188766591184334
23,0.12312973019096692,0.20005029071635053
24,0.00609154108522459,0.21762004241070565
25,0.150553135341654,0.12109506280779395
26,0.031149106055501655,0.20268187276406055
27,-0.028813475086862307,0.2073741369145444
28,0.09090896148968662,0.2672336636152105
29,0.0498643595631455,0.2585424750369924
30,0.0677560757013243,0.30965871648140986
31,-0.012581436773357262,0.292680814063584
32,-0.11398712707249087,0.3198968882598273
33,0.010847573953302964,0.2604614151204907
34,-0.13945054265042342,0.2419253099770934
35,-0.0916110585386099,0.26890982965640614
36,-0.08568020758659453,0.28860672966811146
37,-0.23605188296953253,0.2966704082938783
38,-0.20760441566231963,0.38772832517519806
39,-0.20413834307247553,0.26868937895403844
40,-0.26630564318265165,0.20858145033627618
41,-0.41056327240947454,0.19522686575711296
42,-0.34155589130221714,0.18865795057347565
43,-0.309520786032822,0.21959292857649226
44,-0.4379996876185997,0.09139171273151989
45,-0.41185129519218866,0.17039892061562628
46,-0.4281245857300949,0.17286236388364762
47,-0.3464834648773784,0.13570160957478294
48,-0.4144138323515605,0.08073981154464682
49,-0.4355297339566314,0.08607508446655689
50,-0.49808515895736216,0.020511584574785732
51,-0.4899764661474617,-0.09607900416653602
52,-0.5513923388232023,-0.10330335932531545
53,-0.5186108079773041,-0.0746928686425726
54,-0.5551516213150228,-0.20944258757911638
55,-0.48938078784241584,-0.1266369738744484
56,-0.488881028640219,-0.15552123780580673
57,-0.5273297601073307,-0.339027784226121
58,-0.49689064000993965,-0.21564189020127217
59,-0.5702819869666117,-0.20957025630950582
60,-0.5861709101885737,-0.2963932848455255
61,-0.4800058601872083,-0.3232084028777233
62,-0.4730873844686863,-0.3693525223780661
63,-0.44652974760549,-0.38513957060172715
64,-0.3472922688089305,-0.4117914496316708
65,-0.4105532967760331,-0.49737911451441275
66,-0.502109477297882,-0.3584486066369845
67,-0.35229482461065165,-0.43888421512796827
68,-0.4587950760156509,-0.5532405851954652
69,-0.39657484190287917,-0.6090931014880075
70,-0.36777631746178413,-0.519847143299919
71,-0.2473531645022538,-0.6064357714773322
72,-0.3682383944465782,-0.5724497365904275
73,-0.36204624323207524,-0.6049410086795499
74,-0.28815276383516125,-0.5856323895424161
75,-0.2780588603942315,-0.6129885645965473
76,-0.16909895094351007,-0.6964845824900469
77,-0.20917973591398858,-0.7673186231586601
78,-0.20780036418739356,-0.7795014026964899
79,-0.07172310974235444,-0.7070631626655095
80,0.09253188107289184,-0.8247188465320775
81,0.23342648438699543,-0.7913516916274652
82,0.1962760337109714,-0.7960290331718252
83,0.20957154426828262,-0.7673008212262238
84,0.18166008961340216,-0.858153940287691
85,0.39640913529762234,-0.7312220105062998
86,0.3444874598742722,-0.702854638328737
87,0.3358346562594376,-0.7185078890303788
88,0.49922203053197695,-0.7287830903354515
89,0.6114598362357131,-0.6292960921506855
90,0.7394555271142713,-0.5407954607825707
91,0.8422185138391298,-0.555747099085563
92,0.8819359310484719,-0.3015939312176495
93,0.8528610471975312,-0.30715333107355564
94,0.8364410805512003,-0.3544638941035944
95,0.9727349265397935,-0.23765848993698271
96,0.9256273247298457,-0.1192145476602826
97,0.9318897138630399,-0.14792012526978512
98,0.9470236673381025,-0.23261149981112278
99,0.9866118859606224,0.031088791761418086
