,0
0,0.0005459648969956543
1,0.0013833499989991394
2,0.0027032138935026984
3,0.0038603515102610952
4,0.004695476192547066
5,0.00515296426902323
6,0.007884103508440377
7,0.011427458625031028
8,0.011714084185001972
9,0.01203622289765427
10,0.012171156943258765
11,0.01323685775889949
12,0.015606064446828216
13,0.01632850268370789
14,0.016429629591474204
15,0.016871673370039697
16,0.01852179446061397
17,0.018789800436355142
18,0.01912289744868978
19,0.019193198309333526
20,0.020107546187493552
21,0.02021839744032572
22,0.02065099946572868
23,0.024313199710157773
24,0.02467872839133123
25,0.025662718054531575
26,0.02895254902696054
27,0.029190234848913255
28,0.02995032490474936
29,0.03023525800598259
30,0.03183892953130785
31,0.03307459147550562
32,0.03330462654669619
33,0.03536243575549092
34,0.03603381742856948
35,0.03855724605899835
36,0.039187792254320675
37,0.039615522579517726
38,0.03999280190071697
39,0.042924190608832014
40,0.044612301254114084
41,0.046007310887296926
42,0.04680635471218875
43,0.04869029597552854
44,0.04934894678843971
45,0.05342718178682526
46,0.05433798833925363
47,0.05537432042119794
48,0.0568480764332403
49,0.05687725914535546
50,0.05802916032387562
51,0.05835635898058866
52,0.058534922235558784
53,0.059383188005789234
54,0.05994429824957326
55,0.06022547162926983
56,0.06107853706678734
57,0.06263600305980976
58,0.0627129520233457
59,0.06320761833863064
60,0.06355377483615843
61,0.06395526612098112
62,0.06414749634878436
63,0.0653042071517802
64,0.06560486720992564
65,0.06614946211695472
66,0.06724963146324858
67,0.0680740739747202
68,0.06885196449337394
69,0.06916699545513805
70,0.0691826587923895
71,0.07004219014464463
72,0.07086977818420837
73,0.07103605819788694
74,0.07535906908334034
75,0.0764867690302854
76,0.07695644698663273
77,0.07952208258675575
78,0.08053200347184408
79,0.08110138998799676
80,0.0813695988533053
81,0.08342243544201855
82,0.08531092311870336
83,0.08712929970154071
84,0.08949454503290011
85,0.08960303423860538
86,0.09088573203240946
87,0.09394051075844168
88,0.09609840789396307
89,0.09645086069738418
90,0.0968039531783742
91,0.09710127579306127
92,0.09724292563242465
93,0.09725799478764063
94,0.09767636744772412
95,0.09784448449403405
96,0.09961493022127133
97,0.09973294723475401
98,0.10001406092155518
99,0.10022688731230112
100,0.10029394226549782
101,0.10204481074802807
102,0.1024137584524164
103,0.10329815508513862
104,0.10462788874247408
105,0.1059061548822322
106,0.10700414019379156
107,0.10721074542854603
108,0.10761770514958191
109,0.1097844580625007
110,0.11037514116430513
111,0.11047711099174473
112,0.11149605729871559
113,0.11242731721231125
114,0.11548429713874808
115,0.11566187190501331
116,0.11570323332709365
117,0.11583400130088528
118,0.11589846882587973
119,0.11731556418319389
120,0.11732048038481102
121,0.11738029417055718
122,0.11752564290363765
123,0.11753185596203308
124,0.11827442586893322
125,0.11872771895424405
126,0.12012018216347597
127,0.1201965612131689
128,0.12381998284944151
129,0.1288605654663202
130,0.1289262976548533
131,0.13105523121525775
132,0.13128932847325603
133,0.1314827992911276
134,0.13179786240439217
135,0.1320681063451533
136,0.13248763475798297
137,0.13343943174560402
138,0.13346147093493443
139,0.13547406422245023
140,0.13690027168559893
141,0.1381829513486138
142,0.1390727011486128
143,0.1403160179234194
144,0.14038395779934687
145,0.14150648562190027
146,0.1433532874090464
147,0.14484775934337724
148,0.14694664540037505
149,0.14768557820670736
150,0.14780133406539042
151,0.14780867669727238
152,0.14814086094816503
153,0.14944830465799375
154,0.1509348973110416
155,0.15235470568773046
156,0.15336887785934572
157,0.156383348867963
158,0.15896958364551972
159,0.15914623694224284
160,0.15941446344895593
161,0.1598452868541913
162,0.16023046632014326
163,0.16046764388760104
164,0.16053882248525642
165,0.16130951788499626
166,0.16212026070883323
167,0.16235794791266678
168,0.16249293467637482
169,0.16295442604660537
170,0.16469415649791275
171,0.16604782452124567
172,0.16902540612916128
173,0.17162967726144052
174,0.171853099047643
175,0.17295135427115638
176,0.17465838539500578
177,0.17477200416093996
178,0.17537206951524387
179,0.17649938888906014
180,0.1770057815674959
181,0.1785799680576563
182,0.1796036775596348
183,0.17979529083354162
184,0.18115096173690304
185,0.18303329207992114
186,0.18319136200711683
187,0.18327983621407862
188,0.18523232523618394
189,0.18551789752317627
190,0.1856359443059522
191,0.18619300588033616
192,0.18713089175084474
193,0.18984791190275796
194,0.19056691494006806
195,0.1965823616800535
196,0.19705428018563964
197,0.19725947430073765
198,0.19959614212011434
199,0.19999652489640007
200,0.20492368695970176
201,0.2074700754411094
202,0.20825325212148382
203,0.2088767560948347
204,0.2097499496556351
205,0.20984374897512215
206,0.2103825610738409
207,0.21145479578241355
208,0.21243436129404103
209,0.21331197736748198
210,0.21383534680158656
211,0.2153982043432382
212,0.21550767711355845
213,0.2164572609442098
214,0.21687025009104066
215,0.21689698439847394
216,0.21766284345773845
217,0.22010386078090638
218,0.22116091534608384
219,0.22139644629277222
220,0.22286381801498023
221,0.2230816326406183
222,0.22392468806038013
223,0.22431702897473926
224,0.2273624490775018
225,0.22741462797332324
226,0.22775950153786095
227,0.2286465509829455
228,0.22956744469194978
229,0.2317016264712045
230,0.23223414217094274
231,0.2326269928297655
232,0.23274412927905685
233,0.2334202554680963
234,0.23774182601563876
235,0.23780724253903884
236,0.23789282137450862
237,0.238413280924058
238,0.24002027337970955
239,0.24082877991544682
240,0.241418620076574
241,0.2415570400399184
242,0.24190170420148482
